sin,otype,percent,sintype
fig7,永康區,0.159840213049,w_test_2
fig7,其他,0.338322237017,w_test_2
fig7,新化區,0.0996537949401,w_test_2
fig7,新市區,0.108548601864,w_test_2
fig7,北區,0.048362183755,w_test_2
fig7,安南區,0.0906524633822,w_test_2
fig7,善化區,0.048948069241,w_test_2
fig7,東區,0.0677496671105,w_test_2
fig7,南區,0.0379227696405,w_test_2
